u,mode_n1,mode_n2,mode_n3,mode_n4,mode_n5,mode_n6
0.446112,8.77954158e-03,2.42100559e-02,8.54787736e-03,-1.80572526e-02,-1.51828504e-02,-1.31738580e-02
0.447112,8.85355737e-03,2.42213645e-02,8.32259983e-03,-1.82252851e-02,-1.49162258e-02,-1.35248592e-02
0.448112,8.92733469e-03,2.42314772e-02,8.09607243e-03,-1.83899503e-02,-1.46463940e-02,-1.38701888e-02
0.449112,9.00086599e-03,2.42404219e-02,7.86830384e-03,-1.85511842e-02,-1.43735205e-02,-1.42099826e-02
0.450113,9.07414925e-03,2.42482148e-02,7.63931463e-03,-1.87089094e-02,-1.40976922e-02,-1.45443082e-02
0.451113,9.14718984e-03,2.42548681e-02,7.40914654e-03,-1.88630598e-02,-1.38189386e-02,-1.48731963e-02
0.452113,9.22000026e-03,2.42603896e-02,7.17786192e-03,-1.90135820e-02,-1.35372335e-02,-1.51966352e-02
0.453113,9.29259957e-03,2.42647830e-02,6.94554205e-03,-1.91604350e-02,-1.32524995e-02,-1.55145694e-02
0.454114,9.36501098e-03,2.42680378e-02,6.71227685e-03,-1.93035552e-02,-1.29645846e-02,-1.58268498e-02
0.455114,9.43726552e-03,2.42701614e-02,6.47818612e-03,-1.94429555e-02,-1.26733595e-02,-1.61333937e-02
0.456114,9.50939517e-03,2.42711492e-02,6.24338866e-03,-1.95786226e-02,-1.23786458e-02,-1.64340426e-02
0.457114,9.58143310e-03,2.42709960e-02,6.00800675e-03,-1.97105459e-02,-1.20802557e-02,-1.67286220e-02
0.458115,9.65341202e-03,2.42696976e-02,5.77216141e-03,-1.98387150e-02,-1.17780059e-02,-1.70169526e-02
0.459115,9.72536254e-03,2.42672512e-02,5.53596769e-03,-1.99631163e-02,-1.14717306e-02,-1.72988618e-02
0.460115,9.79731182e-03,2.42636495e-02,5.29952922e-03,-2.00837046e-02,-1.11612654e-02,-1.75741474e-02
0.461115,9.86928214e-03,2.42589013e-02,5.06293834e-03,-2.02004694e-02,-1.08465336e-02,-1.78427063e-02
0.462116,9.94128946e-03,2.42530174e-02,4.82626846e-03,-2.03133842e-02,-1.05275018e-02,-1.81044543e-02
0.463116,1.00133430e-02,2.42460095e-02,4.58957300e-03,-2.04224040e-02,-1.02041821e-02,-1.83593247e-02
0.464116,1.00854451e-02,2.42378926e-02,4.35288491e-03,-2.05274761e-02,-9.87664589e-03,-1.86072836e-02
0.465116,1.01575907e-02,2.42286848e-02,4.11621656e-03,-2.06285407e-02,-9.54502375e-03,-1.88483265e-02
0.466117,1.02297682e-02,2.42184010e-02,3.87956061e-03,-2.07255153e-02,-9.20948654e-03,-1.90824413e-02
0.467117,1.03019595e-02,2.42070616e-02,3.64289141e-03,-2.08183333e-02,-8.87027669e-03,-1.93096614e-02
0.468117,1.03741413e-02,2.41946910e-02,3.40616831e-03,-2.09069514e-02,-8.52769693e-03,-1.95300583e-02
0.469117,1.04462862e-02,2.41813060e-02,3.16933899e-03,-2.09913127e-02,-8.18206603e-03,-1.97436649e-02
0.470118,1.05183643e-02,2.41669202e-02,2.93234317e-03,-2.10713701e-02,-7.83372634e-03,-1.99504969e-02
0.471118,1.05903443e-02,2.41515418e-02,2.69511674e-03,-2.11470887e-02,-7.48303208e-03,-2.01505431e-02
0.472118,1.06621946e-02,2.41351712e-02,2.45759504e-03,-2.12184389e-02,-7.13033372e-03,-2.03437408e-02
0.473118,1.07338842e-02,2.41177996e-02,2.21971621e-03,-2.12853972e-02,-6.77596951e-03,-2.05299664e-02
0.474119,1.08053871e-02,2.40994228e-02,1.98143100e-03,-2.13480093e-02,-6.42027285e-03,-2.07091313e-02
0.475119,1.08766801e-02,2.40800230e-02,1.74269936e-03,-2.14063080e-02,-6.06353117e-03,-2.08810527e-02
0.476119,1.09477447e-02,2.40595765e-02,1.50349512e-03,-2.14603422e-02,-5.70599228e-03,-2.10455038e-02
0.477119,1.10185678e-02,2.40380540e-02,1.26380788e-03,-2.15101753e-02,-5.34785869e-03,-2.12022193e-02
0.478120,1.10891421e-02,2.40154222e-02,1.02364416e-03,-2.15558815e-02,-4.98928431e-03,-2.13509045e-02
0.479120,1.11594639e-02,2.39916346e-02,7.83023886e-04,-2.15975060e-02,-4.63037065e-03,-2.14911658e-02
0.480120,1.12295398e-02,2.39666648e-02,5.41992428e-04,-2.16351712e-02,-4.27117586e-03,-2.16227573e-02
0.481120,1.12993796e-02,2.39404777e-02,3.00606409e-04,-2.16689603e-02,-3.91170888e-03,-2.17453680e-02
0.482121,1.13689974e-02,2.39130410e-02,5.89362183e-05,-2.16989497e-02,-3.55193849e-03,-2.18587091e-02
0.483121,1.14384117e-02,2.38843271e-02,-1.82936333e-04,-2.17252052e-02,-3.19180021e-03,-2.19625280e-02
0.484121,1.15076435e-02,2.38543150e-02,-4.24920790e-04,-2.17477775e-02,-2.83120428e-03,-2.20566210e-02
0.485121,1.15767150e-02,2.38229820e-02,-6.66920571e-04,-2.17666742e-02,-2.47004000e-03,-2.21407747e-02
0.486122,1.16456508e-02,2.37903294e-02,-9.08836139e-04,-2.17819239e-02,-2.10819571e-03,-2.22149565e-02
0.487122,1.17144750e-02,2.37563647e-02,-1.15057004e-03,-2.17935248e-02,-1.74556255e-03,-2.22791858e-02
0.488122,1.17832095e-02,2.37211017e-02,-1.39202891e-03,-2.18014441e-02,-1.38204219e-03,-2.23335316e-02
0.489122,1.18518741e-02,2.36845630e-02,-1.63312630e-03,-2.18056281e-02,-1.01755655e-03,-2.23781336e-02
0.490123,1.19204853e-02,2.36467792e-02,-1.87378509e-03,-2.18060034e-02,-6.52055074e-04,-2.24131962e-02
0.491123,1.19890557e-02,2.36077824e-02,-2.11393702e-03,-2.18024621e-02,-2.85516035e-04,-2.24389384e-02
0.492123,1.20575935e-02,2.35676159e-02,-2.35352869e-03,-2.17949006e-02,8.20388752e-05,-2.24556684e-02
0.493123,1.21261026e-02,2.35263316e-02,-2.59252381e-03,-2.17832272e-02,4.50542083e-04,-2.24637640e-02
0.494124,1.21945816e-02,2.34839769e-02,-2.83089792e-03,-2.17673297e-02,8.19889055e-04,-2.24635733e-02
0.495124,1.22630245e-02,2.34405988e-02,-3.06864039e-03,-2.17470987e-02,1.18993426e-03,-2.24554416e-02
0.496124,1.23314209e-02,2.33962410e-02,-3.30575371e-03,-2.17224326e-02,1.56049362e-03,-2.24396955e-02
0.497124,1.23997563e-02,2.33509407e-02,-3.54225065e-03,-2.16932327e-02,1.93134870e-03,-2.24166105e-02
0.498125,1.24680123e-02,2.33047263e-02,-3.77815285e-03,-2.16594060e-02,2.30224904e-03,-2.23863997e-02
0.499125,1.25361692e-02,2.32576288e-02,-4.01349646e-03,-2.16209349e-02,2.67292203e-03,-2.23492968e-02
0.500125,1.26042047e-02,2.32096632e-02,-4.24831838e-03,-2.15777939e-02,3.04308229e-03,-2.23054163e-02
0.501125,1.26720962e-02,2.31608353e-02,-4.48265792e-03,-2.15299831e-02,3.41243774e-03,-2.22548002e-02
0.502126,1.27398210e-02,2.31111404e-02,-4.71655394e-03,-2.14775283e-02,3.78069796e-03,-2.21974161e-02
0.503126,1.28073576e-02,2.30605648e-02,-4.95004208e-03,-2.14204801e-02,4.14758245e-03,-2.21331601e-02
0.504126,1.28746843e-02,2.30090772e-02,-5.18314884e-03,-2.13588714e-02,4.51281126e-03,-2.20617954e-02
0.505126,1.29417863e-02,2.29566550e-02,-5.41589922e-03,-2.12928391e-02,4.87616043e-03,-2.19831585e-02
0.506127,1.30086506e-02,2.29032620e-02,-5.64830403e-03,-2.12224935e-02,5.23742465e-03,-2.18969784e-02
0.507127,1.30752683e-02,2.28488573e-02,-5.88036200e-03,-2.11479564e-02,5.59643501e-03,-2.18029548e-02
0.508127,1.31416349e-02,2.27933982e-02,-6.11205853e-03,-2.10693557e-02,5.95306257e-03,-2.17007736e-02
0.509127,1.32077507e-02,2.27368418e-02,-6.34336514e-03,-2.09868206e-02,6.30722019e-03,-2.15901234e-02
0.510128,1.32736194e-02,2.26791391e-02,-6.57423595e-03,-2.09004500e-02,6.65884513e-03,-2.14706492e-02
0.511128,1.33392520e-02,2.26202582e-02,-6.80461621e-03,-2.08103782e-02,7.00794495e-03,-2.13421318e-02
0.512128,1.34046631e-02,2.25601708e-02,-7.03443834e-03,-2.07167153e-02,7.35455864e-03,-2.12043825e-02
0.513128,1.34698704e-02,2.24988535e-02,-7.26362314e-03,-2.06195452e-02,7.69875139e-03,-2.10572517e-02
0.514129,1.35348945e-02,2.24362909e-02,-7.49208297e-03,-2.05189313e-02,8.04061388e-03,-2.09006570e-02
0.515129,1.35997581e-02,2.23724771e-02,-7.71972435e-03,-2.04149155e-02,8.38025462e-03,-2.07345877e-02
0.516129,1.36644844e-02,2.23074092e-02,-7.94644617e-03,-2.03075015e-02,8.71778208e-03,-2.05590631e-02
0.517129,1.37290974e-02,2.22411000e-02,-8.17215110e-03,-2.01966868e-02,9.05331561e-03,-2.03742195e-02
0.518130,1.37936202e-02,2.21735757e-02,-8.39675081e-03,-2.00824642e-02,9.38697271e-03,-2.01802998e-02
0.519130,1.38580730e-02,2.21048645e-02,-8.62015947e-03,-1.99647936e-02,9.71884220e-03,-1.99775594e-02
0.520130,1.39224729e-02,2.20350003e-02,-8.84230099e-03,-1.98436213e-02,1.00489853e-02,-1.97662986e-02
0.521130,1.39868328e-02,2.19640210e-02,-9.06311162e-03,-1.97188841e-02,1.03774278e-02,-1.95468492e-02
0.522131,1.40511605e-02,2.18919649e-02,-9.28253880e-03,-1.95905050e-02,1.07041500e-02,-1.93195431e-02
0.523131,1.41154584e-02,2.18188686e-02,-9.50054289e-03,-1.94583983e-02,1.10290806e-02,-1.90847031e-02
0.524131,1.41797233e-02,2.17447793e-02,-9.71711789e-03,-1.93225249e-02,1.13521196e-02,-1.88427253e-02
0.525131,1.42439461e-02,2.16697335e-02,-9.93226555e-03,-1.91828295e-02,1.16731060e-02,-1.85939288e-02
0.526132,1.43081118e-02,2.15937635e-02,-1.01460043e-02,-1.90392690e-02,1.19918316e-02,-1.83385993e-02
0.527132,1.43722005e-02,2.15168956e-02,-1.03583677e-02,-1.88918153e-02,1.23080450e-02,-1.80769815e-02
0.528132,1.44361877e-02,2.14391499e-02,-1.05694027e-02,-1.87404568e-02,1.26214579e-02,-1.78092739e-02
0.529132,1.45000439e-02,2.13605316e-02,-1.07791552e-02,-1.85851645e-02,1.29317222e-02,-1.75355749e-02
0.530133,1.45637399e-02,2.12810550e-02,-1.09877018e-02,-1.84259986e-02,1.32385279e-02,-1.72560450e-02
0.531133,1.46272444e-02,2.12007199e-02,-1.11951096e-02,-1.82629999e-02,1.35415319e-02,-1.69707478e-02
0.532133,1.46905265e-02,2.11195204e-02,-1.14014449e-02,-1.80962235e-02,1.38403956e-02,-1.66797130e-02
0.533133,1.47535573e-02,2.10374461e-02,-1.16067688e-02,-1.79257359e-02,1.41347966e-02,-1.63829454e-02
0.534134,1.48163108e-02,2.09544830e-02,-1.18111331e-02,-1.77516120e-02,1.44244400e-02,-1.60804356e-02
0.535134,1.48787635e-02,2.08706092e-02,-1.20145707e-02,-1.75739070e-02,1.47090325e-02,-1.57721306e-02
0.536134,1.49409010e-02,2.07858127e-02,-1.22171092e-02,-1.73927195e-02,1.49883871e-02,-1.54580527e-02
0.537134,1.50027145e-02,2.07000801e-02,-1.24187549e-02,-1.72081361e-02,1.52623605e-02,-1.51382272e-02
0.538135,1.50642017e-02,2.06133985e-02,-1.26194922e-02,-1.70202300e-02,1.55308570e-02,-1.48126917e-02
0.539135,1.51253673e-02,2.05257578e-02,-1.28192850e-02,-1.68290672e-02,1.57938403e-02,-1.44815141e-02
0.540135,1.51862231e-02,2.04371515e-02,-1.30180769e-02,-1.66347050e-02,1.60513329e-02,-1.41447954e-02
0.541135,1.52467860e-02,2.03475727e-02,-1.32157876e-02,-1.64371766e-02,1.63033868e-02,-1.38026442e-02
0.542136,1.53070804e-02,2.02570229e-02,-1.34123245e-02,-1.62365225e-02,1.65501295e-02,-1.34552262e-02
0.543136,1.53671362e-02,2.01655115e-02,-1.36075883e-02,-1.60327887e-02,1.67917490e-02,-1.31027512e-02
0.544136,1.54269848e-02,2.00730458e-02,-1.38014654e-02,-1.58260017e-02,1.70284351e-02,-1.27454177e-02
0.545136,1.54866597e-02,1.99796349e-02,-1.39938384e-02,-1.56161860e-02,1.72603911e-02,-1.23834276e-02
0.546137,1.55461938e-02,1.98852883e-02,-1.41845900e-02,-1.54033665e-02,1.74878210e-02,-1.20169743e-02
0.547137,1.56056183e-02,1.97900124e-02,-1.43736038e-02,-1.51875651e-02,1.77109050e-02,-1.16462221e-02
0.548137,1.56649611e-02,1.96938096e-02,-1.45607687e-02,-1.49688055e-02,1.79297910e-02,-1.12712990e-02
0.549137,1.57242461e-02,1.95966898e-02,-1.47460086e-02,-1.47471539e-02,1.81446348e-02,-1.08923409e-02
0.550138,1.57834904e-02,1.94986526e-02,-1.49292534e-02,-1.45226680e-02,1.83555163e-02,-1.05094121e-02
0.551138,1.58427042e-02,1.93996933e-02,-1.51104521e-02,-1.42954175e-02,1.85624621e-02,-1.01225329e-02
0.552138,1.59018908e-02,1.92998030e-02,-1.52895752e-02,-1.40654844e-02,1.87654427e-02,-9.73168242e-03
0.553138,1.59610457e-02,1.91989688e-02,-1.54666140e-02,-1.38329612e-02,1.89643712e-02,-9.33680410e-03
0.554139,1.60201572e-02,1.90971663e-02,-1.56415617e-02,-1.35979272e-02,1.91590684e-02,-8.93777994e-03
0.555139,1.60792079e-02,1.89943870e-02,-1.58144679e-02,-1.33605118e-02,1.93493830e-02,-8.53455616e-03
0.556139,1.61381749e-02,1.88906135e-02,-1.59853777e-02,-1.31208203e-02,1.95350882e-02,-8.12704892e-03
0.557139,1.61970313e-02,1.87858305e-02,-1.61543474e-02,-1.28789534e-02,1.97159297e-02,-7.71519936e-03
0.558140,1.62557482e-02,1.86800265e-02,-1.63214403e-02,-1.26350013e-02,1.98916377e-02,-7.29899208e-03
0.559140,1.63142956e-02,1.85731958e-02,-1.64867213e-02,-1.23890392e-02,2.00619404e-02,-6.87847257e-03
0.560140,1.63726430e-02,1.84653326e-02,-1.66502411e-02,-1.21411092e-02,2.02265339e-02,-6.45373399e-03
0.561140,1.64307645e-02,1.83564526e-02,-1.68120646e-02,-1.18912535e-02,2.03852036e-02,-6.02500928e-03
0.562141,1.64886377e-02,1.82465780e-02,-1.69722408e-02,-1.16394830e-02,2.05377538e-02,-5.59261240e-03
0.563141,1.65462444e-02,1.81357386e-02,-1.71308017e-02,-1.13857791e-02,2.06840154e-02,-5.15694250e-03
0.564141,1.66035714e-02,1.80239735e-02,-1.72877644e-02,-1.11300986e-02,2.08238620e-02,-4.71848751e-03
0.565141,1.66606113e-02,1.79113301e-02,-1.74431308e-02,-1.08723774e-02,2.09572112e-02,-4.27781242e-03
0.566142,1.67173605e-02,1.77978583e-02,-1.75968799e-02,-1.06125240e-02,2.10839911e-02,-3.83553729e-03
0.567142,1.67738215e-02,1.76836170e-02,-1.77489851e-02,-1.03504466e-02,2.12042008e-02,-3.39233329e-03
0.568142,1.68300021e-02,1.75686692e-02,-1.78994166e-02,-1.00860608e-02,2.13178959e-02,-2.94888014e-03
0.569142,1.68859117e-02,1.74530722e-02,-1.80481295e-02,-9.81927786e-03,2.14251232e-02,-2.50583264e-03
0.570143,1.69415609e-02,1.73368785e-02,-1.81950754e-02,-9.55002254e-03,2.15259389e-02,-2.06379956e-03
0.571143,1.69969607e-02,1.72201328e-02,-1.83402059e-02,-9.27824076e-03,2.16203992e-02,-1.62331723e-03
0.572143,1.70521206e-02,1.71028683e-02,-1.84834711e-02,-9.00390002e-03,2.17085346e-02,-1.18483257e-03
0.573143,1.71070475e-02,1.69851046e-02,-1.86248236e-02,-8.72699677e-03,2.17903473e-02,-7.48686576e-04
0.574144,1.71617484e-02,1.68668532e-02,-1.87642460e-02,-8.44759269e-03,2.18658855e-02,-3.15067839e-04
0.575144,1.72162253e-02,1.67481074e-02,-1.89017173e-02,-8.16576957e-03,2.19351299e-02,1.15947265e-04
0.576144,1.72704771e-02,1.66288473e-02,-1.90372263e-02,-7.88164534e-03,2.19980373e-02,5.44402755e-04
0.577144,1.73244998e-02,1.65090404e-02,-1.91707696e-02,-7.59537037e-03,2.20545445e-02,9.70449727e-04
0.578145,1.73782877e-02,1.63886439e-02,-1.93023495e-02,-7.30712129e-03,2.21045747e-02,1.39432570e-03
0.579145,1.74318316e-02,1.62676019e-02,-1.94319540e-02,-7.01708024e-03,2.21479894e-02,1.81631576e-03
0.580145,1.74851271e-02,1.61458659e-02,-1.95596055e-02,-6.72547159e-03,2.21847759e-02,2.23676976e-03
0.581145,1.75381692e-02,1.60233818e-02,-1.96853037e-02,-6.43250257e-03,2.22148814e-02,2.65601695e-03
0.582146,1.75909559e-02,1.59000988e-02,-1.98090397e-02,-6.13837201e-03,2.22382821e-02,3.07435538e-03
0.583146,1.76434891e-02,1.57759726e-02,-1.99307931e-02,-5.84326198e-03,2.22549926e-02,3.49202497e-03
0.584146,1.76957752e-02,1.56509683e-02,-2.00505294e-02,-5.54733101e-03,2.22650712e-02,3.90918592e-03
0.585146,1.77478247e-02,1.55250553e-02,-2.01681844e-02,-5.25070501e-03,2.22685775e-02,4.32590092e-03
0.586147,1.77996555e-02,1.53982264e-02,-2.02837036e-02,-4.95348739e-03,2.22656967e-02,4.74213576e-03
0.587147,1.78512896e-02,1.52704842e-02,-2.03970145e-02,-4.65574751e-03,2.22566334e-02,5.15775641e-03
0.588147,1.79027514e-02,1.51418405e-02,-2.05080307e-02,-4.35752535e-03,2.22416080e-02,5.57254091e-03
0.589147,1.79540675e-02,1.50123163e-02,-2.06166606e-02,-4.05883786e-03,2.22208581e-02,5.98619844e-03
0.590148,1.80052645e-02,1.48819397e-02,-2.07228128e-02,-3.75968563e-03,2.21946226e-02,6.39839284e-03
0.591148,1.80563665e-02,1.47507387e-02,-2.08263886e-02,-3.46005830e-03,2.21631018e-02,6.80875876e-03
0.592148,1.81073948e-02,1.46187465e-02,-2.09273142e-02,-3.15994742e-03,2.21264937e-02,7.21694648e-03
0.593148,1.81583647e-02,1.44859971e-02,-2.10255434e-02,-2.85935386e-03,2.20849686e-02,7.62265257e-03
0.594149,1.82092844e-02,1.43525159e-02,-2.11210397e-02,-2.55829000e-03,2.20386170e-02,8.02561985e-03
0.595149,1.82601540e-02,1.42183216e-02,-2.12137901e-02,-2.25678625e-03,2.19874647e-02,8.42565862e-03
0.596149,1.83109652e-02,1.40834257e-02,-2.13038058e-02,-1.95489313e-03,2.19314713e-02,8.82265133e-03
0.597149,1.83617016e-02,1.39478303e-02,-2.13911147e-02,-1.65268007e-03,2.18705193e-02,9.21654047e-03
0.598150,1.84123391e-02,1.38115299e-02,-2.14757623e-02,-1.35023364e-03,2.18044252e-02,9.60731857e-03
0.599150,1.84628492e-02,1.36745225e-02,-2.15578389e-02,-1.04765341e-03,2.17330182e-02,9.99504578e-03
0.600150,1.85131991e-02,1.35367996e-02,-2.16374274e-02,-7.45040231e-04,2.16560680e-02,1.03797678e-02
0.601150,1.85633547e-02,1.33983546e-02,-2.17146149e-02,-4.42489999e-04,2.15733362e-02,1.07615075e-02
0.602151,1.86132830e-02,1.32591853e-02,-2.17894860e-02,-1.40085291e-04,2.14845948e-02,1.11402351e-02
0.603151,1.86629536e-02,1.31192972e-02,-2.18621159e-02,1.62112167e-04,2.13896422e-02,1.15158423e-02
0.604151,1.87123389e-02,1.29786998e-02,-2.19325479e-02,4.64065289e-04,2.12882638e-02,1.18880922e-02
0.605151,1.87614222e-02,1.28374265e-02,-2.20008454e-02,7.65772059e-04,2.11804120e-02,1.22566975e-02
0.606152,1.88101919e-02,1.26955158e-02,-2.20670324e-02,1.06725908e-03,2.10660403e-02,1.26212355e-02
0.607152,1.88586430e-02,1.25530165e-02,-2.21311129e-02,1.36858058e-03,2.09451583e-02,1.29811880e-02
0.608152,1.89067768e-02,1.24099857e-02,-2.21930734e-02,1.66981237e-03,2.08178253e-02,1.33359634e-02
0.609152,1.89545997e-02,1.22664852e-02,-2.22528870e-02,1.97104322e-03,2.06841386e-02,1.36849280e-02
0.610153,1.90021191e-02,1.21225754e-02,-2.23105021e-02,2.27236563e-03,2.05441745e-02,1.40273923e-02
0.611153,1.90493473e-02,1.19783185e-02,-2.23658915e-02,2.57386200e-03,2.03980928e-02,1.43627795e-02
0.612153,1.90962946e-02,1.18337669e-02,-2.24190251e-02,2.87559357e-03,2.02460218e-02,1.46905738e-02
0.613153,1.91429679e-02,1.16889607e-02,-2.24698771e-02,3.17759166e-03,2.00880515e-02,1.50103523e-02
0.614154,1.91893700e-02,1.15439257e-02,-2.25184345e-02,3.47985029e-03,1.99242355e-02,1.53218216e-02
0.615154,1.92354989e-02,1.13986719e-02,-2.25646991e-02,3.78232234e-03,1.97545861e-02,1.56248300e-02
0.616154,1.92813461e-02,1.12531921e-02,-2.26086764e-02,4.08491940e-03,1.95790458e-02,1.59193249e-02
0.617154,1.93269002e-02,1.11074655e-02,-2.26503976e-02,4.38751340e-03,1.93975543e-02,1.62054281e-02
0.618155,1.93721482e-02,1.09614604e-02,-2.26899107e-02,4.68994705e-03,1.92100531e-02,1.64833922e-02
0.619155,1.94170751e-02,1.08151363e-02,-2.27272565e-02,4.99204386e-03,1.90164542e-02,1.67534960e-02
0.620155,1.94616671e-02,1.06684491e-02,-2.27624716e-02,5.29361940e-03,1.88166849e-02,1.70160406e-02
0.621155,1.95059143e-02,1.05213562e-02,-2.27955824e-02,5.59449349e-03,1.86107065e-02,1.72713083e-02
0.622156,1.95498113e-02,1.03738193e-02,-2.28265930e-02,5.89449877e-03,1.83985158e-02,1.75195078e-02
0.623156,1.95933599e-02,1.02258083e-02,-2.28554830e-02,6.19348947e-03,1.81801661e-02,1.77607541e-02
0.624156,1.96365736e-02,1.00773098e-02,-2.28822308e-02,6.49136178e-03,1.79558469e-02,1.79951333e-02
0.625156,1.96794717e-02,9.92831941e-03,-2.29067777e-02,6.78803750e-03,1.77257750e-02,1.82225816e-02
0.626157,1.97220806e-02,9.77884401e-03,-2.29290446e-02,7.08346712e-03,1.74902276e-02,1.84429444e-02
0.627157,1.97644318e-02,9.62889907e-03,-2.29489375e-02,7.37762329e-03,1.72495264e-02,1.86560015e-02
0.628157,1.98065598e-02,9.47850507e-03,-2.29663535e-02,7.67049075e-03,1.70040155e-02,1.88614997e-02
0.629157,1.98484977e-02,9.32767994e-03,-2.29811676e-02,7.96204436e-03,1.67540055e-02,1.90591282e-02
0.630158,1.98902789e-02,9.17644545e-03,-2.29933094e-02,8.25227111e-03,1.64998608e-02,1.92487649e-02
0.631158,1.99319294e-02,9.02481166e-03,-2.30027027e-02,8.54112542e-03,1.62418579e-02,1.94303058e-02
0.632158,1.99734675e-02,8.87277815e-03,-2.30092938e-02,8.82853329e-03,1.59802118e-02,1.96037562e-02
0.633158,2.00149026e-02,8.72033256e-03,-2.30130541e-02,9.11438888e-03,1.57150683e-02,1.97692414e-02
0.634159,2.00562356e-02,8.56745095e-03,-2.30139813e-02,9.39855568e-03,1.54465028e-02,1.99269997e-02
0.635159,2.00974581e-02,8.41409621e-03,-2.30120760e-02,9.68085758e-03,1.51745042e-02,2.00773100e-02
0.636159,2.01385569e-02,8.26023113e-03,-2.30073924e-02,9.96112597e-03,1.48990569e-02,2.02206005e-02
0.637159,2.01795149e-02,8.10581656e-03,-2.29999857e-02,1.02391863e-02,1.46201096e-02,2.03572801e-02
0.638160,2.02203137e-02,7.95081694e-03,-2.29899077e-02,1.05148727e-02,1.43376032e-02,2.04877015e-02
0.639160,2.02609370e-02,7.79520649e-03,-2.29772045e-02,1.07880455e-02,1.40515001e-02,2.06121296e-02
0.640160,2.03013728e-02,7.63897349e-03,-2.29619094e-02,1.10586024e-02,1.37618031e-02,2.07307039e-02
0.641160,2.03416139e-02,7.48212016e-03,-2.29440257e-02,1.13264723e-02,1.34685508e-02,2.08433853e-02
0.642161,2.03816609e-02,7.32467042e-03,-2.29235523e-02,1.15916464e-02,1.31718595e-02,2.09500099e-02
0.643161,2.04215209e-02,7.16666691e-03,-2.29004800e-02,1.18541696e-02,1.28719081e-02,2.10502957e-02
0.644161,2.04612046e-02,7.00816289e-03,-2.28747763e-02,1.21141097e-02,1.25688958e-02,2.11438273e-02
0.645161,2.05007246e-02,6.84922008e-03,-2.28464038e-02,1.23715564e-02,1.22630364e-02,2.12301269e-02
0.646162,2.05400923e-02,6.68990290e-03,-2.28153286e-02,1.26266057e-02,1.19545330e-02,2.13087063e-02
0.647162,2.05793148e-02,6.53027174e-03,-2.27815219e-02,1.28793387e-02,1.16435469e-02,2.13790981e-02
0.648162,2.06183920e-02,6.37037860e-03,-2.27449718e-02,1.31298111e-02,1.13301793e-02,2.14409094e-02
0.649162,2.06573170e-02,6.21026520e-03,-2.27057206e-02,1.33780687e-02,1.10144831e-02,2.14939621e-02
0.650163,2.06960725e-02,6.04995688e-03,-2.26638198e-02,1.36241049e-02,1.06964182e-02,2.15381572e-02
0.651163,2.07346328e-02,5.88946506e-03,-2.26193461e-02,1.38678771e-02,1.03758739e-02,2.15735207e-02
0.652163,2.07729655e-02,5.72878993e-03,-2.25723960e-02,1.41093147e-02,1.00526848e-02,2.16001749e-02
0.653163,2.08110340e-02,5.56792486e-03,-2.25230768e-02,1.43483297e-02,9.72665467e-03,2.16182920e-02
0.654164,2.08487989e-02,5.40686049e-03,-2.24714791e-02,1.45848117e-02,9.39755939e-03,2.16279763e-02
0.655164,2.08862291e-02,5.24559582e-03,-2.24177236e-02,1.48187087e-02,9.06525796e-03,2.16294224e-02
0.656164,2.09232978e-02,5.08413819e-03,-2.23618908e-02,1.50499749e-02,8.72963949e-03,2.16226482e-02
0.657164,2.09599871e-02,4.92250846e-03,-2.23040361e-02,1.52786017e-02,8.39066651e-03,2.16075417e-02
0.658165,2.09962889e-02,4.76074225e-03,-2.22441866e-02,1.55046201e-02,8.04838221e-03,2.15838531e-02
0.659165,2.10322043e-02,4.59888863e-03,-2.21823425e-02,1.57280974e-02,7.70290578e-03,2.15512101e-02
0.660165,2.10677396e-02,4.43700665e-03,-2.21184675e-02,1.59491098e-02,7.35439595e-03,2.15090829e-02
0.661165,2.11029106e-02,4.27515996e-03,-2.20525376e-02,1.61677758e-02,7.00308584e-03,2.14570283e-02
0.662166,2.11377329e-02,4.11340857e-03,-2.19845196e-02,1.63841971e-02,6.64920092e-03,2.13946091e-02
0.663166,2.11722188e-02,3.95180278e-03,-2.19143843e-02,1.65984457e-02,6.29293601e-03,2.13214634e-02
0.664166,2.12063754e-02,3.79037760e-03,-2.18421191e-02,1.68105536e-02,5.93443686e-03,2.12373727e-02
0.665166,2.12402021e-02,3.62914921e-03,-2.17677335e-02,1.70205042e-02,5.57378551e-03,2.11422913e-02
0.666167,2.12736892e-02,3.46811489e-03,-2.16912499e-02,1.72282182e-02,5.21098689e-03,2.10362972e-02
0.667167,2.13068216e-02,3.30725277e-03,-2.16127232e-02,1.74335824e-02,4.84600190e-03,2.09196904e-02
0.668167,2.13395820e-02,3.14652750e-03,-2.15322272e-02,1.76364602e-02,4.47876619e-03,2.07929145e-02
0.669167,2.13719506e-02,2.98589827e-03,-2.14498283e-02,1.78366907e-02,4.10920434e-03,2.06564138e-02
0.670168,2.14039115e-02,2.82532538e-03,-2.13655830e-02,1.80341173e-02,3.73727210e-03,2.05106121e-02
0.671168,2.14354557e-02,2.66477703e-03,-2.12795271e-02,1.82286060e-02,3.36298647e-03,2.03558525e-02
0.672168,2.14665829e-02,2.50423450e-03,-2.11916632e-02,1.84200498e-02,2.98644179e-03,2.01923307e-02
